,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
2744,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,Yes,712.0
2745,No,Cash Back,Letter,Medium,1,No,High,1,1,1,No,1054.5
2746,No,Air Miles,Letter,High,2,No,Low,3,2,6,Yes,1179.0
2747,No,Cash Back,Postcard,High,1,No,High,1,1,3,No,1147.0
2748,No,Points,Postcard,Low,2,No,Medium,2,1,4,No,1129.75
2749,No,Points,Postcard,Low,1,No,Medium,3,1,2,Yes,906.75
2750,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1173.25
2751,No,Cash Back,Postcard,Low,1,No,Medium,1,1,6,Yes,1269.75
2752,No,Points,Letter,Medium,1,No,Medium,2,2,5,Yes,1144.75
2753,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,805.75
2754,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1037.75
2755,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,666.0
2756,No,Points,Letter,High,1,No,High,1,1,5,Yes,1067.75
2757,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,921.5
2758,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,1019.75
2759,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,902.75
2760,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,1081.25
2761,No,Cash Back,Letter,Medium,1,No,Medium,2,2,4,No,1138.75
2762,No,Cash Back,Letter,High,2,Yes,Medium,2,2,2,No,336.5
2763,No,Air Miles,Postcard,High,1,No,High,1,3,5,Yes,1163.25
2764,No,Air Miles,Postcard,High,2,No,Low,2,1,3,No,1333.5
2765,No,Points,Letter,Low,2,No,High,2,1,2,Yes,805.75
2766,No,Cash Back,Letter,Low,2,No,High,2,2,3,No,577.75
2767,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1083.5
2768,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,2,No,954.0
2769,No,Cash Back,Letter,High,1,No,Medium,3,1,3,Yes,888.0
2770,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1119.25
2771,No,Points,Letter,Medium,1,No,Low,2,1,4,No,1024.25
2772,No,Air Miles,Letter,Medium,1,No,High,2,2,3,No,989.25
2773,No,Points,Letter,High,3,No,Medium,3,2,3,Yes,1260.0
2774,No,Cash Back,Letter,High,1,No,Medium,2,2,5,Yes,963.0
2775,No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,925.25
2776,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1008.75
2777,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,No,1226.25
2778,No,Cash Back,Letter,Medium,2,No,Low,1,2,5,No,1145.5
2779,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,738.75
2780,No,Cash Back,Letter,Medium,1,No,High,2,2,4,Yes,793.75
2781,No,Cash Back,Postcard,Medium,2,No,High,2,1,6,Yes,1069.0
2782,No,Points,Letter,High,1,Yes,High,1,1,5,Yes,1121.0
2783,No,Air Miles,Letter,Medium,1,No,High,2,1,5,No,894.5
2784,No,Cash Back,Letter,Medium,2,No,High,2,2,4,Yes,890.25
2785,No,Points,Letter,High,2,No,High,3,1,5,No,234.25
2786,No,Air Miles,Letter,High,1,No,Low,1,2,6,Yes,667.25
2787,No,Points,Letter,Medium,2,Yes,High,3,1,5,No,669.0
2788,No,Points,Letter,High,2,No,Medium,3,1,2,Yes,1021.75
2789,No,Points,Letter,Medium,2,No,High,3,1,3,No,173.25
2790,No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,990.25
2791,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,737.0
2792,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,232.5
2793,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,820.25
2794,No,Points,Letter,High,1,No,High,2,1,6,Yes,989.75
2795,No,Points,Postcard,Medium,1,No,High,3,1,5,No,1024.0
2796,No,Cash Back,Postcard,Medium,2,No,High,1,1,1,Yes,335.0
2797,No,Points,Postcard,Low,1,No,Low,1,2,3,Yes,1105.0
2798,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,1411.0
2799,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,No,992.5
2800,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,668.25
2801,No,Points,Postcard,Low,2,No,High,3,2,4,Yes,998.25
2802,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1186.5
2803,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,753.0
2804,No,Points,Letter,Low,1,No,High,2,1,3,Yes,811.75
2805,No,Cash Back,Letter,Low,1,No,High,1,3,4,Yes,1678.75
2806,No,Cash Back,Postcard,Low,1,Yes,High,1,2,4,No,1130.0
2807,No,Cash Back,Postcard,High,1,Yes,Medium,1,1,6,No,1088.25
2808,No,Cash Back,Postcard,Low,2,No,High,2,1,3,Yes,1140.5
2809,No,Points,Postcard,Low,1,Yes,High,3,1,4,Yes,831.25
2810,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1144.5
2811,No,Points,Postcard,Low,2,No,Medium,3,1,4,Yes,314.25
2812,No,Air Miles,Letter,Medium,2,No,High,2,2,3,No,175.0
2813,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,3,Yes,921.75
2814,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,1390.5
2815,No,Air Miles,Letter,High,1,No,High,2,1,4,No,1031.5
2816,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,659.25
2817,No,Air Miles,Postcard,Medium,2,No,High,1,1,3,Yes,913.75
2818,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1220.5
2819,No,Air Miles,Letter,Low,1,Yes,High,1,1,1,Yes,1162.0
2820,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1162.0
2821,No,Air Miles,Letter,Medium,1,No,High,1,2,2,No,1167.25
2822,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,5,No,1019.25
2823,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,939.5
2824,No,Air Miles,Postcard,Low,1,Yes,High,2,1,5,Yes,222.0
2825,No,Points,Postcard,High,1,No,Low,3,1,4,No,367.75
2826,No,Points,Letter,Low,2,Yes,Low,1,2,3,Yes,1041.5
2827,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1011.5
2828,No,Points,Letter,High,1,No,Low,1,1,5,No,1012.0
2829,No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,Yes,1007.25
2830,No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,195.75
2831,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,982.0
2832,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,No,1213.25
2833,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,791.5
2834,No,Points,Postcard,Low,1,No,Medium,2,2,3,Yes,979.25
2835,No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,181.75
2836,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1022.5
2837,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,809.75
2838,No,Air Miles,Postcard,Low,1,No,High,1,1,4,No,699.5
2839,No,Air Miles,Letter,Medium,1,No,Medium,1,1,1,Yes,875.75
2840,No,Points,Postcard,Low,2,Yes,Medium,1,1,4,No,1768.0
2841,No,Air Miles,Postcard,Medium,2,No,Low,1,2,5,No,228.0
2842,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,608.5
2843,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,No,211.0
2844,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,Yes,1133.0
2845,No,Air Miles,Postcard,Low,2,Yes,High,1,1,3,Yes,859.5
2846,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,801.5
2847,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,1039.75
2848,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,885.5
2849,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1046.0
2850,No,Air Miles,Letter,Low,2,No,Low,2,1,4,Yes,961.25
2851,No,Cash Back,Letter,Low,1,No,Low,3,1,4,No,351.25
2852,No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1150.0
2853,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,222.75
2854,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1039.25
2855,No,Points,Letter,Medium,1,No,High,3,1,3,No,761.25
2856,No,Air Miles,Postcard,Low,2,No,Low,2,1,6,No,1091.5
2857,No,Points,Postcard,Medium,1,No,High,2,1,1,Yes,1209.25
2858,No,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1141.75
2859,No,Points,Postcard,Medium,1,No,Low,2,1,5,No,1399.75
2860,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,1188.0
2861,No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,1808.25
2862,No,Cash Back,Postcard,Low,1,No,Medium,2,1,1,Yes,1309.0
2863,No,Air Miles,Letter,High,1,Yes,Low,2,1,2,Yes,292.75
2864,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1257.75
2865,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,175.0
2866,No,Air Miles,Postcard,High,2,Yes,High,1,1,3,No,1243.75
2867,No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,1436.5
2868,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,No,680.0
2869,No,Cash Back,Letter,Medium,2,No,Low,2,2,6,Yes,1051.5
2870,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1711.25
2871,No,Air Miles,Letter,Low,1,Yes,High,1,2,4,Yes,1237.5
2872,No,Points,Letter,Medium,1,No,High,1,1,4,No,1718.5
2873,No,Air Miles,Letter,Low,1,No,Medium,1,2,2,Yes,1326.25
2874,No,Points,Letter,High,2,No,Low,1,1,2,Yes,711.25
2875,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,745.0
2876,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,988.75
2877,No,Points,Letter,Medium,3,No,High,2,1,5,No,1134.0
2878,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1183.75
2879,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,229.5
2880,No,Cash Back,Postcard,Low,1,No,Medium,1,1,4,Yes,1216.5
2881,No,Air Miles,Letter,Low,1,Yes,Low,1,1,2,Yes,1264.0
2882,No,Air Miles,Postcard,Low,2,No,Low,2,1,6,Yes,388.25
2883,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,376.75
2884,No,Points,Postcard,Medium,1,No,High,1,2,4,Yes,124.75
2885,No,Points,Letter,High,1,No,High,3,2,3,Yes,1180.75
2886,No,Points,Postcard,High,2,No,High,1,1,5,No,759.25
2887,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,870.5
2888,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,989.0
2889,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1151.25
2890,No,Air Miles,Letter,Low,1,No,Low,1,2,4,Yes,1216.0
2891,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,1086.75
2892,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1006.0
2893,No,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,182.5
2894,No,Air Miles,Postcard,Medium,1,No,High,3,1,2,Yes,308.0
2895,No,Cash Back,Letter,High,2,No,Medium,2,1,3,Yes,880.75
2896,No,Air Miles,Postcard,High,1,No,High,2,1,3,No,897.25
2897,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1156.75
2898,No,Points,Postcard,High,1,No,High,2,2,6,Yes,1046.25
2899,No,Points,Letter,Low,1,Yes,High,1,1,4,Yes,1394.25
2900,No,Air Miles,Letter,Low,1,Yes,High,2,1,4,No,354.0
2901,No,Air Miles,Postcard,High,2,No,Low,1,1,4,No,746.5
2902,No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,745.75
2903,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1075.75
2904,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,No,1023.0
2905,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,953.0
2906,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,681.25
2907,No,Points,Letter,High,1,No,Medium,1,1,5,No,721.75
2908,No,Points,Letter,High,1,No,Low,2,2,4,Yes,1289.5
2909,No,Air Miles,Letter,High,2,No,High,2,2,3,No,700.0
2910,No,Air Miles,Letter,Medium,2,No,High,3,1,3,No,933.5
2911,No,Air Miles,Letter,Medium,2,Yes,Medium,1,1,5,Yes,1039.5
2912,No,Air Miles,Letter,Medium,2,Yes,Low,2,1,5,Yes,1116.0
2913,No,Points,Letter,Medium,1,Yes,High,1,1,5,No,1233.75
2914,No,Points,Postcard,Medium,1,No,Medium,1,1,6,Yes,1011.75
2915,No,Air Miles,Postcard,Low,1,Yes,High,2,1,2,Yes,915.5
2916,No,Air Miles,Letter,Low,1,Yes,Low,2,1,4,Yes,343.0
2917,No,Air Miles,Letter,Low,1,No,Medium,1,1,5,No,199.5
2918,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,908.25
2919,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,1314.25
2920,No,Cash Back,Postcard,Medium,2,No,High,1,1,3,Yes,1305.75
2921,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,1064.25
2922,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,932.75
2923,No,Cash Back,Letter,Medium,2,No,Low,2,2,3,No,1565.0
2924,No,Cash Back,Postcard,High,2,No,Medium,1,1,5,Yes,248.75
2925,No,Points,Postcard,High,2,No,Low,2,2,3,No,991.25
2926,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,861.5
2927,No,Air Miles,Letter,Low,1,No,Low,1,1,2,No,1110.75
2928,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,257.0
2929,No,Air Miles,Postcard,Medium,2,Yes,High,2,1,5,Yes,1103.0
2930,No,Points,Letter,High,1,No,Medium,1,2,2,No,1327.5
2931,No,Points,Postcard,Medium,1,No,High,2,2,4,Yes,734.25
2932,No,Points,Postcard,Medium,1,No,Low,1,1,2,No,801.75
2933,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,No,1068.0
2934,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,899.5
2935,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,252.25
2936,No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1081.25
2937,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,196.5
2938,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1236.25
2939,No,Points,Postcard,Low,1,No,Medium,2,2,3,No,907.75
2940,No,Points,Letter,Medium,2,No,Medium,1,2,2,No,1065.25
2941,No,Cash Back,Letter,Low,2,Yes,Low,3,2,3,Yes,1130.5
2942,No,Points,Postcard,Low,1,No,Low,2,2,2,Yes,835.0
2943,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,748.5
2944,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1068.25
2945,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1020.75
2946,No,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,933.5
2947,No,Cash Back,Postcard,High,2,Yes,Low,2,2,3,Yes,359.5
2948,No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,1189.0
2949,No,Points,Postcard,High,1,Yes,Medium,1,1,2,Yes,205.5
2950,No,Points,Postcard,Low,1,No,High,1,1,3,No,1235.0
2951,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,No,781.0
2952,No,Points,Postcard,Medium,1,Yes,Medium,3,1,5,Yes,1156.0
2953,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,1186.25
2954,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,177.75
2955,No,Points,Letter,Low,1,No,High,2,1,3,No,284.75
2956,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1072.0
2957,No,Cash Back,Letter,Low,2,No,Low,3,1,4,Yes,220.5
2958,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1190.25
2959,No,Air Miles,Letter,Medium,2,Yes,High,2,1,3,Yes,796.0
2960,No,Points,Postcard,High,2,No,High,2,3,3,No,1087.5
2961,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1261.0
2962,No,Air Miles,Postcard,Medium,1,No,Low,3,2,3,Yes,901.25
2963,No,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,646.75
2964,No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,966.25
2965,No,Points,Postcard,Medium,2,No,High,1,2,2,No,224.0
2966,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,274.0
2967,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,1133.5
2968,No,Cash Back,Postcard,Medium,2,No,High,1,2,5,Yes,289.0
2969,No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,788.5
2970,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,1307.0
2971,No,Cash Back,Letter,Low,1,No,Medium,1,1,5,No,934.5
2972,No,Air Miles,Letter,Low,1,No,Low,2,1,2,No,726.25
2973,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1210.0
2974,No,Points,Postcard,High,1,No,Low,1,1,2,Yes,853.0
2975,No,Cash Back,Postcard,Medium,1,No,High,2,2,5,No,1201.25
2976,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1174.75
2977,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,666.0
2978,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1204.75
2979,No,Cash Back,Letter,High,1,Yes,High,1,1,4,No,1036.0
2980,No,Points,Letter,Medium,1,No,Medium,2,1,3,No,1244.75
2981,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1058.75
2982,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1260.5
2983,No,Cash Back,Postcard,High,2,No,High,3,2,4,Yes,1185.5
2984,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,917.25
2985,No,Points,Postcard,Low,1,No,Low,3,1,3,No,1188.5
2986,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1110.75
2987,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,5,Yes,138.5
2988,No,Points,Postcard,Medium,1,Yes,Low,1,1,2,No,1186.75
2989,No,Cash Back,Postcard,Low,1,No,High,2,1,4,No,819.75
2990,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1132.75
2991,No,Points,Letter,Medium,2,No,Low,3,1,4,Yes,1008.25
2992,No,Cash Back,Postcard,Low,1,No,High,1,2,5,Yes,1149.0
2993,No,Air Miles,Postcard,High,2,No,Low,2,1,5,No,1196.5
2994,No,Cash Back,Letter,Medium,2,No,Low,3,2,3,Yes,1101.25
2995,No,Points,Postcard,Medium,1,No,Medium,1,1,2,No,1008.25
2996,No,Cash Back,Postcard,Low,1,No,Medium,3,1,6,Yes,848.5
2997,No,Cash Back,Postcard,High,2,No,Low,2,1,4,No,1072.25
2998,No,Cash Back,Letter,Medium,2,No,Low,3,1,3,No,1022.25
2999,No,Cash Back,Postcard,Medium,1,No,High,3,1,1,Yes,1270.5
3000,No,Points,Postcard,High,1,Yes,High,2,2,5,No,250.0
3001,No,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1061.25
3002,No,Cash Back,Postcard,Medium,1,No,Low,1,2,4,No,954.5
3003,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,279.25
3004,No,Cash Back,Letter,High,1,No,Low,2,1,4,No,328.25
3005,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,1,Yes,926.5
3006,No,Air Miles,Postcard,Low,2,Yes,Low,3,1,3,Yes,1095.5
3007,No,Points,Postcard,High,1,Yes,High,1,2,1,Yes,755.25
3008,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1190.5
3009,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,1145.0
3010,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1007.75
3011,No,Cash Back,Letter,Low,1,No,Low,1,1,4,Yes,859.25
3012,No,Cash Back,Postcard,Low,2,No,Low,1,1,2,Yes,1099.0
3013,No,Cash Back,Letter,Medium,1,No,High,2,2,6,No,1342.0
3014,No,Air Miles,Letter,Medium,2,No,Low,2,1,5,Yes,212.25
3015,No,Cash Back,Postcard,High,1,No,Medium,1,2,5,Yes,1213.5
3016,No,Points,Letter,Low,1,No,High,1,1,3,Yes,1091.25
3017,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1011.75
3018,No,Air Miles,Letter,Medium,1,No,Low,2,2,3,No,891.25
3019,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,1242.75
3020,No,Points,Letter,High,2,No,High,1,1,4,Yes,912.5
3021,No,Cash Back,Postcard,High,2,No,Medium,1,1,3,No,938.5
3022,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1269.0
3023,No,Air Miles,Postcard,Low,2,No,Low,1,1,3,No,679.0
3024,No,Cash Back,Letter,High,2,No,Low,3,2,3,No,1072.5
3025,No,Cash Back,Letter,Low,2,No,Medium,1,2,4,Yes,1136.0
3026,No,Cash Back,Postcard,Medium,1,No,High,2,3,2,Yes,1070.75
3027,No,Air Miles,Letter,High,2,No,Low,3,2,3,Yes,1600.0
3028,No,Cash Back,Letter,High,2,No,Low,2,1,3,Yes,881.5
3029,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,905.0
3030,No,Cash Back,Postcard,Medium,1,No,Low,3,1,5,Yes,1113.25
3031,No,Cash Back,Postcard,Low,1,No,Low,1,2,3,No,1197.75
3032,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1444.0
3033,No,Air Miles,Postcard,Medium,2,No,High,2,2,3,Yes,1071.5
3034,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,5,Yes,1277.5
3035,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,1055.75
3036,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,4,Yes,196.25
3037,No,Cash Back,Letter,Low,1,No,High,3,1,3,Yes,1030.5
3038,No,Air Miles,Letter,Low,1,Yes,High,2,2,3,Yes,1260.5
3039,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,896.0
3040,No,Air Miles,Letter,Medium,3,No,Medium,3,1,3,Yes,1391.5
3041,No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,667.5
3042,No,Cash Back,Letter,High,1,Yes,Low,1,1,3,Yes,314.75
3043,No,Air Miles,Letter,Low,2,No,High,1,1,5,No,1087.5
3044,No,Points,Letter,Medium,1,No,High,3,1,5,Yes,1494.75
3045,No,Points,Postcard,Medium,1,Yes,High,2,1,1,Yes,1265.5
3046,No,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1080.25
3047,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,718.0
3048,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,717.25
3049,No,Points,Letter,Low,1,No,Low,1,1,5,Yes,1003.25
3050,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,899.25
3051,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,880.0
3052,No,Points,Postcard,Low,1,No,Low,1,2,4,Yes,1096.5
3053,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,266.5
3054,No,Cash Back,Letter,High,2,No,Medium,1,1,5,Yes,1275.0
3055,No,Points,Postcard,High,1,No,High,2,1,3,No,991.75
3056,No,Points,Postcard,Medium,2,No,High,1,1,5,No,687.0
3057,No,Air Miles,Letter,Low,2,No,Medium,2,1,2,Yes,939.0
3058,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,283.75
3059,No,Points,Letter,Low,2,No,Low,1,2,4,Yes,186.5
3060,No,Air Miles,Letter,Low,1,No,Low,1,2,2,No,192.75
3061,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,3,Yes,895.0
3062,No,Air Miles,Letter,Low,1,No,High,3,1,2,No,1346.5
3063,No,Air Miles,Postcard,Medium,1,No,High,1,3,4,Yes,1038.0
3064,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,Yes,1163.5
3065,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1075.25
3066,No,Cash Back,Postcard,High,1,No,Medium,2,2,2,No,830.0
3067,No,Air Miles,Postcard,Medium,1,No,High,3,2,3,Yes,940.0
3068,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,163.75
3069,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,999.5
3070,No,Points,Letter,High,1,Yes,Medium,2,1,3,No,867.75
3071,No,Cash Back,Letter,Low,2,No,Medium,2,1,6,Yes,844.75
3072,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,268.75
3073,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,967.5
3074,No,Air Miles,Letter,High,1,No,Medium,2,2,2,No,3366.25
3075,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1119.5
3076,No,Cash Back,Postcard,Low,1,No,High,1,1,4,Yes,1193.25
3077,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,1237.5
3078,No,Air Miles,Letter,High,1,No,Low,2,2,4,Yes,973.0
3079,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,3,Yes,706.75
3080,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,764.5
3081,No,Cash Back,Letter,Low,1,No,High,3,1,3,No,1749.0
3082,No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,785.25
3083,No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,5,No,223.0
3084,No,Cash Back,Letter,Low,1,No,Low,3,2,4,Yes,219.75
3085,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,920.75
3086,No,Points,Letter,Low,1,No,Low,3,2,4,Yes,1145.0
3087,No,Cash Back,Letter,Medium,2,No,High,1,2,2,No,1040.75
3088,No,Points,Postcard,Medium,2,No,Medium,1,1,4,No,877.0
3089,No,Air Miles,Letter,Medium,2,No,High,2,2,3,No,886.5
3090,No,Cash Back,Postcard,Medium,2,No,Low,2,1,2,Yes,840.0
3091,No,Air Miles,Letter,Low,1,Yes,Medium,1,1,3,Yes,1284.0
3092,No,Points,Postcard,Medium,1,No,Low,1,1,4,No,1253.25
3093,No,Points,Letter,High,1,No,High,2,1,4,No,1274.5
3094,No,Points,Letter,Medium,1,No,Low,2,2,4,No,1483.25
3095,No,Points,Postcard,High,1,No,Medium,2,1,3,No,996.25
3096,No,Cash Back,Postcard,Low,2,No,Low,1,3,3,No,1108.0
3097,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1486.0
3098,No,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,1057.5
3099,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,977.0
3100,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,1065.75
3101,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1541.0
