,Offer Accepted,Reward,Mailer Type,Income Level,Credit Rating,# Credit Cards Held,Household Size
2217,No,Points,Letter,Low,High,3,4
2218,No,Cash Back,Postcard,High,Low,2,2
2219,No,Air Miles,Postcard,High,Medium,2,3
2220,No,Points,Letter,High,Medium,2,3
2221,No,Points,Postcard,High,High,2,2
2222,No,Cash Back,Letter,High,Low,3,2
2223,No,Air Miles,Letter,High,Low,2,6
2224,No,Points,Postcard,Medium,Low,3,4
2225,No,Cash Back,Postcard,Low,Medium,2,3
2226,No,Air Miles,Postcard,Medium,Medium,2,3
2227,No,Cash Back,Postcard,Medium,Low,2,4
2228,No,Points,Letter,Medium,Medium,2,4
2229,No,Air Miles,Letter,Medium,Medium,2,4
2230,No,Air Miles,Postcard,Medium,Medium,2,5
2231,No,Points,Letter,Low,Medium,1,4
2232,No,Points,Letter,High,Medium,2,3
2233,No,Points,Letter,Medium,High,1,3
2234,No,Points,Postcard,Medium,High,2,1
2235,No,Cash Back,Letter,Low,Medium,1,4
2236,No,Cash Back,Letter,Medium,High,1,5
2237,No,Points,Letter,Low,High,1,4
2238,No,Cash Back,Postcard,Medium,Medium,2,3
2239,No,Air Miles,Postcard,High,High,3,3
2240,No,Points,Postcard,High,High,2,6
2241,No,Air Miles,Postcard,Medium,Low,2,3
2242,No,Cash Back,Postcard,Low,Medium,3,3
2243,No,Points,Letter,Medium,Medium,3,3
2244,No,Air Miles,Postcard,Medium,High,3,3
2245,No,Air Miles,Postcard,High,High,1,1
2246,No,Air Miles,Letter,Medium,Low,2,5
2247,No,Cash Back,Letter,Medium,High,3,2
2248,No,Cash Back,Letter,Medium,Low,3,3
2249,No,Air Miles,Postcard,Low,High,2,2
2250,No,Air Miles,Letter,Medium,Low,3,4
2251,No,Cash Back,Letter,Low,High,2,2
2252,No,Points,Letter,Low,Medium,2,3
2253,No,Cash Back,Letter,High,Medium,3,2
2254,No,Cash Back,Letter,Low,Low,1,4
2255,No,Points,Letter,Medium,High,2,5
2256,No,Points,Letter,Medium,Low,1,5
2257,No,Air Miles,Letter,High,High,2,4
2258,No,Cash Back,Postcard,Medium,Low,2,3
2259,No,Cash Back,Letter,Medium,Low,3,5
2260,No,Cash Back,Letter,High,High,1,3
2261,No,Points,Letter,Low,Low,2,4
2262,No,Air Miles,Letter,Medium,High,1,2
2263,No,Air Miles,Letter,Medium,Low,3,3
2264,No,Cash Back,Postcard,Low,Medium,2,3
2265,No,Air Miles,Postcard,Low,High,1,4
2266,No,Cash Back,Letter,High,Low,2,3
2267,No,Points,Letter,Low,High,1,4
2268,No,Cash Back,Letter,Medium,High,1,3
2269,No,Cash Back,Postcard,Medium,Medium,1,2
2270,No,Air Miles,Postcard,Low,Low,1,3
2271,No,Points,Postcard,Medium,Medium,2,2
2272,No,Cash Back,Postcard,Low,Low,3,4
2273,No,Cash Back,Letter,High,Medium,2,4
2274,No,Cash Back,Letter,Low,Medium,2,5
2275,No,Cash Back,Postcard,Medium,Low,2,1
2276,No,Air Miles,Letter,High,Low,3,5
2277,No,Air Miles,Letter,Low,Low,2,2
2278,No,Air Miles,Letter,High,High,2,3
2279,No,Points,Letter,Medium,Low,2,2
2280,No,Points,Letter,Medium,Low,2,5
2281,No,Points,Postcard,Medium,High,2,4
2282,No,Air Miles,Letter,Low,High,1,2
2283,No,Points,Postcard,Medium,Medium,3,4
2284,No,Air Miles,Postcard,Low,Medium,2,4
2285,No,Cash Back,Postcard,High,Medium,3,4
2286,No,Points,Postcard,Low,High,3,3
2287,No,Points,Letter,High,High,3,5
2288,No,Air Miles,Postcard,Medium,Medium,2,2
2289,No,Cash Back,Letter,High,Medium,1,4
2290,No,Points,Letter,Medium,Low,1,3
2291,No,Cash Back,Letter,Medium,Low,2,3
2292,No,Cash Back,Postcard,Medium,Medium,2,3
2293,No,Air Miles,Letter,Low,High,2,4
2294,No,Cash Back,Letter,Medium,High,3,4
2295,No,Air Miles,Letter,Low,Medium,2,4
2296,No,Points,Postcard,High,Low,1,5
2297,No,Points,Postcard,Medium,Low,2,3
2298,No,Points,Postcard,Medium,High,3,2
2299,No,Air Miles,Postcard,Low,Medium,3,2
2300,No,Cash Back,Letter,Medium,Low,2,2
2301,No,Air Miles,Letter,High,Medium,2,5
2302,No,Cash Back,Letter,High,Medium,3,3
2303,No,Points,Postcard,Low,High,2,1
2304,No,Cash Back,Letter,Medium,Low,2,5
2305,No,Cash Back,Postcard,Low,High,1,3
2306,No,Air Miles,Postcard,Medium,Low,2,4
2307,No,Points,Letter,Medium,Low,3,2
2308,No,Points,Postcard,Medium,High,2,4
2309,No,Air Miles,Letter,Medium,Medium,1,4
2310,No,Air Miles,Letter,Medium,High,3,5
2311,No,Cash Back,Letter,High,Low,2,4
2312,No,Cash Back,Postcard,Low,Low,1,4
2313,No,Points,Letter,Medium,Medium,1,5
2314,No,Points,Letter,Low,Medium,2,4
2315,No,Cash Back,Letter,Medium,Low,3,2
2316,No,Air Miles,Postcard,High,High,1,4
2317,No,Points,Letter,Low,High,1,3
2318,No,Points,Postcard,Medium,Low,1,4
2319,No,Cash Back,Postcard,Medium,Medium,2,4
2320,No,Cash Back,Letter,Medium,Low,1,1
2321,No,Cash Back,Letter,Medium,Medium,2,5
2322,No,Cash Back,Postcard,Medium,High,2,5
2323,No,Air Miles,Letter,Low,Low,1,4
2324,No,Points,Letter,Low,High,3,4
2325,No,Air Miles,Postcard,Medium,Medium,1,3
2326,No,Air Miles,Letter,Medium,Medium,1,4
2327,No,Cash Back,Postcard,Medium,High,3,5
2328,No,Air Miles,Postcard,High,Low,1,5
2329,No,Points,Letter,Medium,Low,3,5
2330,No,Air Miles,Letter,Medium,Medium,2,5
2331,No,Air Miles,Postcard,Medium,Low,2,5
2332,No,Air Miles,Postcard,Medium,High,2,2
2333,No,Air Miles,Letter,Low,Low,2,2
2334,No,Points,Letter,Medium,High,1,5
2335,No,Air Miles,Letter,Medium,High,1,3
2336,No,Points,Letter,Low,Low,2,4
2337,No,Air Miles,Postcard,Medium,High,2,4
2338,No,Air Miles,Letter,High,Low,1,4
2339,No,Cash Back,Letter,Medium,Low,2,4
2340,No,Points,Postcard,Medium,High,1,2
2341,No,Cash Back,Letter,High,High,1,3
2342,No,Cash Back,Letter,High,Low,3,4
2343,No,Points,Letter,Low,Low,3,2
2344,No,Cash Back,Letter,High,Medium,2,4
2345,No,Points,Postcard,Medium,Medium,2,4
2346,No,Points,Postcard,Low,High,1,2
2347,No,Cash Back,Letter,High,Low,1,3
2348,No,Air Miles,Letter,Medium,Low,1,2
2349,No,Air Miles,Postcard,Medium,Medium,3,5
2350,No,Points,Letter,Medium,Medium,2,5
2351,No,Air Miles,Letter,Medium,Medium,2,3
2352,No,Points,Postcard,Medium,Medium,3,4
2353,No,Cash Back,Postcard,High,Medium,2,3
2354,No,Cash Back,Letter,Low,Medium,2,4
2355,No,Points,Letter,Medium,Low,3,2
2356,No,Air Miles,Postcard,High,Medium,1,1
2357,No,Points,Postcard,High,Medium,2,5
2358,No,Air Miles,Postcard,Medium,Medium,2,4
2359,No,Air Miles,Postcard,Low,Medium,2,5
2360,No,Points,Postcard,Medium,High,1,3
2361,No,Cash Back,Postcard,Low,High,3,3
2362,No,Air Miles,Letter,High,Low,1,4
2363,No,Points,Letter,Medium,Medium,1,5
2364,No,Cash Back,Postcard,Medium,Low,1,3
2365,No,Points,Postcard,Low,Low,3,5
2366,No,Points,Postcard,Medium,Medium,1,3
2367,No,Points,Postcard,Low,Medium,1,4
2368,No,Points,Letter,Medium,Medium,2,2
2369,No,Cash Back,Postcard,Low,Low,3,4
2370,No,Points,Postcard,Medium,High,2,2
2371,No,Points,Postcard,Medium,Low,2,1
2372,No,Air Miles,Letter,High,Medium,1,4
2373,No,Air Miles,Postcard,Medium,Medium,3,4
2374,No,Cash Back,Postcard,High,Low,3,4
2375,No,Air Miles,Letter,Medium,Medium,1,3
2376,No,Cash Back,Postcard,Low,High,1,1
2377,No,Air Miles,Postcard,Medium,Medium,3,1
2378,No,Air Miles,Postcard,High,Medium,3,3
2379,No,Cash Back,Letter,Low,Low,1,6
2380,No,Points,Postcard,Low,Medium,3,6
2381,No,Air Miles,Postcard,Medium,Medium,1,2
2382,No,Air Miles,Letter,Medium,High,2,3
2383,No,Points,Letter,Medium,Low,2,3
2384,No,Points,Letter,Medium,High,1,3
2385,No,Air Miles,Letter,Medium,Medium,1,4
2386,No,Cash Back,Letter,Medium,Low,2,4
2387,No,Points,Letter,High,Low,2,4
2388,No,Cash Back,Postcard,Medium,High,2,3
2389,No,Points,Postcard,High,High,3,2
2390,No,Air Miles,Postcard,Medium,High,2,4
2391,No,Air Miles,Letter,Medium,High,1,5
2392,No,Points,Postcard,Medium,Medium,2,3
2393,No,Points,Letter,Medium,Low,2,4
2394,No,Cash Back,Letter,Medium,High,3,4
2395,No,Air Miles,Postcard,High,High,2,4
2396,No,Points,Postcard,Medium,High,1,5
2397,No,Air Miles,Letter,Medium,Low,2,4
2398,No,Air Miles,Postcard,Low,Low,1,4
2399,No,Cash Back,Letter,Medium,High,2,4
2400,No,Points,Letter,Low,Low,3,4
2401,No,Air Miles,Letter,Low,High,3,1
2402,No,Air Miles,Letter,Low,Medium,2,5
2403,No,Cash Back,Postcard,High,High,3,3
2404,No,Air Miles,Postcard,Medium,High,1,4
2405,No,Cash Back,Postcard,Medium,High,2,4
2406,No,Air Miles,Postcard,High,High,2,4
2407,No,Cash Back,Postcard,Medium,Medium,3,3
2408,No,Air Miles,Letter,Medium,Low,3,6
2409,No,Cash Back,Letter,Medium,High,3,2
2410,No,Points,Letter,High,Low,3,3
2411,No,Points,Letter,Low,Medium,2,5
2412,No,Air Miles,Postcard,High,Medium,2,1
2413,No,Points,Letter,High,High,2,4
2414,No,Points,Postcard,Medium,Medium,2,2
2415,No,Points,Postcard,Medium,Low,1,5
2416,No,Points,Letter,Medium,Medium,3,4
2417,No,Points,Postcard,High,Medium,2,3
2418,No,Air Miles,Letter,Low,High,2,5
2419,No,Air Miles,Letter,Medium,High,2,5
2420,No,Cash Back,Postcard,Medium,High,2,5
2421,No,Air Miles,Letter,Medium,Low,2,3
2422,No,Points,Letter,Medium,High,2,4
2423,No,Points,Postcard,Low,High,1,1
2424,No,Air Miles,Postcard,High,High,1,1
2425,No,Air Miles,Postcard,Medium,High,1,4
2426,No,Points,Letter,Medium,Low,1,1
2427,No,Points,Letter,Medium,Low,3,3
2428,No,Points,Letter,Medium,Low,2,4
2429,No,Points,Postcard,Medium,Low,1,4
2430,No,Cash Back,Postcard,Medium,Medium,3,3
2431,No,Cash Back,Letter,Medium,Medium,2,5
2432,No,Cash Back,Postcard,High,High,2,2
2433,No,Cash Back,Letter,Medium,High,1,2
2434,No,Points,Postcard,Medium,High,1,4
2435,No,Cash Back,Postcard,Medium,Low,1,3
2436,No,Air Miles,Postcard,High,Medium,1,2
2437,No,Points,Postcard,Medium,High,3,3
2438,No,Air Miles,Letter,Low,Low,3,2
2439,No,Points,Postcard,Medium,High,1,4
2440,No,Air Miles,Postcard,High,Medium,2,5
2441,No,Cash Back,Letter,Medium,High,1,5
2442,No,Points,Postcard,Medium,High,3,3
2443,No,Points,Postcard,Medium,High,3,4
2444,No,Air Miles,Letter,Low,Low,2,2
2445,No,Air Miles,Letter,High,High,2,2
2446,No,Cash Back,Postcard,High,Medium,1,2
2447,No,Air Miles,Letter,Medium,Medium,1,2
2448,No,Cash Back,Letter,Medium,Medium,1,4
2449,No,Points,Letter,Medium,Medium,2,4
2450,No,Points,Letter,Low,High,3,4
2451,No,Air Miles,Postcard,Medium,High,2,4
2452,No,Air Miles,Postcard,Medium,Low,2,4
2453,No,Points,Letter,Medium,Medium,1,4
2454,No,Cash Back,Letter,Medium,High,2,4
2455,No,Air Miles,Postcard,High,High,2,4
2456,No,Cash Back,Letter,High,Low,1,6
2457,No,Air Miles,Postcard,Low,Medium,2,3
2458,No,Points,Letter,Medium,Low,3,4
2459,No,Air Miles,Postcard,Medium,Low,3,3
2460,No,Cash Back,Postcard,High,Low,1,2
2461,No,Cash Back,Postcard,Medium,Low,2,3
2462,No,Air Miles,Postcard,High,High,3,4
2463,No,Points,Postcard,High,High,2,3
2464,No,Air Miles,Letter,High,High,1,3
2465,No,Air Miles,Postcard,High,High,2,4
2466,No,Points,Postcard,Medium,High,2,6
2467,No,Points,Postcard,High,Medium,3,2
2468,No,Air Miles,Postcard,Medium,Low,1,3
2469,No,Cash Back,Letter,Medium,High,2,4
2470,No,Points,Letter,Low,Medium,1,3
2471,No,Air Miles,Letter,Medium,Medium,1,5
2472,No,Air Miles,Postcard,Low,Medium,1,4
2473,No,Points,Postcard,High,Low,1,4
2474,No,Air Miles,Letter,High,High,3,4
2475,No,Cash Back,Letter,Low,Low,2,4
2476,No,Points,Postcard,Medium,Medium,3,4
2477,No,Air Miles,Postcard,Medium,Low,2,3
2478,No,Points,Postcard,Low,High,2,4
2479,No,Cash Back,Letter,Medium,Medium,1,3
2480,No,Cash Back,Postcard,High,Low,2,3
2481,No,Points,Postcard,Low,High,1,3
2482,No,Points,Postcard,Medium,High,1,3
2483,No,Air Miles,Letter,Medium,Low,3,5
2484,No,Cash Back,Letter,Low,Medium,2,4
2485,No,Points,Postcard,High,High,2,4
2486,No,Points,Letter,High,Low,2,4
2487,No,Cash Back,Letter,Medium,Medium,3,3
2488,No,Air Miles,Postcard,High,Low,1,3
2489,No,Air Miles,Postcard,Medium,Low,2,5
2490,No,Points,Postcard,Medium,Medium,1,3
2491,No,Air Miles,Letter,Medium,Low,1,4
2492,No,Points,Postcard,Low,Low,1,3
2493,No,Air Miles,Letter,Medium,High,2,3
2494,No,Cash Back,Postcard,Medium,Low,2,3
2495,No,Points,Letter,Low,Low,1,1
2496,No,Cash Back,Letter,Medium,Medium,1,4
2497,No,Cash Back,Letter,Medium,High,2,5
2498,No,Air Miles,Letter,Medium,Medium,2,4
2499,No,Air Miles,Letter,Medium,Low,1,3
2500,No,Air Miles,Postcard,Low,Low,2,4
2501,No,Cash Back,Postcard,Medium,Medium,2,4
2502,No,Air Miles,Postcard,Medium,Medium,1,3
2503,No,Points,Postcard,High,Low,2,2
2504,No,Points,Postcard,Low,High,1,4
2505,No,Cash Back,Letter,Medium,High,3,4
2506,No,Air Miles,Letter,Medium,High,1,2
2507,No,Air Miles,Postcard,Medium,Medium,1,3
2508,No,Air Miles,Letter,Medium,High,2,3
2509,No,Points,Postcard,Medium,High,3,3
2510,No,Air Miles,Postcard,Low,High,2,3
2511,No,Cash Back,Postcard,Medium,Low,3,3
2512,No,Air Miles,Postcard,High,High,1,3
2513,No,Air Miles,Letter,Low,Medium,1,5
2514,No,Air Miles,Postcard,Low,Low,1,3
2515,No,Air Miles,Letter,High,High,2,3
2516,No,Air Miles,Postcard,High,Medium,2,3
2517,No,Air Miles,Postcard,High,Low,2,4
2518,No,Points,Letter,High,Low,1,3
2519,No,Air Miles,Letter,Low,Medium,2,5
2520,No,Air Miles,Letter,High,High,1,3
2521,No,Points,Letter,Medium,High,2,3
2522,No,Air Miles,Postcard,Low,Low,3,3
2523,No,Air Miles,Postcard,Low,Low,1,4
2524,No,Air Miles,Letter,High,Medium,2,3
2525,No,Cash Back,Letter,Medium,Medium,2,4
2526,No,Air Miles,Postcard,High,Low,2,2
2527,No,Cash Back,Letter,High,High,1,4
2528,No,Cash Back,Postcard,Medium,Low,3,2
2529,No,Cash Back,Letter,Medium,Medium,2,3
2530,No,Air Miles,Postcard,High,Medium,1,4
2531,No,Air Miles,Postcard,High,Medium,2,3
2532,No,Cash Back,Postcard,Low,Low,1,3
2533,No,Cash Back,Letter,Low,Low,2,5
2534,No,Air Miles,Letter,High,Medium,2,1
2535,No,Points,Postcard,Low,Low,1,4
2536,No,Cash Back,Letter,Medium,Low,1,5
2537,No,Points,Letter,Low,Medium,1,2
2538,No,Cash Back,Letter,Low,Medium,2,6
2539,No,Points,Letter,Medium,High,2,4
2540,No,Cash Back,Letter,High,Low,2,5
2541,No,Cash Back,Postcard,Low,High,2,5
2542,No,Air Miles,Postcard,High,Medium,1,2
2543,No,Air Miles,Postcard,Medium,Low,2,3
2544,No,Cash Back,Postcard,Low,High,2,3
2545,No,Points,Postcard,Medium,Low,3,4
2546,No,Air Miles,Postcard,Medium,Medium,1,3
2547,No,Cash Back,Letter,High,High,1,5
2548,No,Cash Back,Letter,Medium,High,2,5
2549,No,Air Miles,Postcard,Medium,Low,3,5
2550,No,Cash Back,Letter,Medium,High,1,3
2551,No,Cash Back,Letter,Medium,Medium,2,4
2552,No,Air Miles,Postcard,Medium,Medium,1,4
2553,No,Air Miles,Postcard,Low,Medium,1,4
2554,No,Air Miles,Postcard,Medium,Low,1,3
2555,No,Cash Back,Letter,Medium,High,2,4
2556,No,Air Miles,Letter,Medium,Low,3,3
2557,No,Cash Back,Letter,Medium,Medium,2,4
2558,No,Air Miles,Postcard,High,High,1,1
2559,No,Cash Back,Postcard,Medium,Medium,3,3
2560,No,Cash Back,Letter,Medium,Medium,2,2
2561,No,Points,Postcard,Low,High,3,3
2562,No,Points,Postcard,Medium,Low,3,5
2563,No,Air Miles,Postcard,High,Low,3,4
2564,No,Air Miles,Letter,High,Low,1,3
2565,No,Air Miles,Letter,Medium,Medium,2,4
2566,No,Cash Back,Letter,Medium,Low,3,2
2567,No,Points,Letter,Low,Medium,2,1
2568,No,Points,Letter,High,Low,1,3
2569,No,Cash Back,Postcard,High,Low,1,2
2570,No,Cash Back,Letter,Low,Low,2,4
2571,No,Air Miles,Letter,Medium,Medium,2,2
2572,No,Cash Back,Postcard,Low,High,2,3
2573,No,Air Miles,Postcard,Medium,High,2,2
2574,No,Air Miles,Letter,Low,High,1,1
2575,No,Cash Back,Letter,Low,High,2,3
2576,No,Cash Back,Postcard,High,Low,1,3
2577,No,Cash Back,Letter,Low,Medium,2,2
2578,No,Air Miles,Letter,Medium,Medium,3,4
2579,No,Air Miles,Postcard,Medium,Medium,2,3
2580,No,Cash Back,Letter,High,Medium,1,4
2581,No,Air Miles,Letter,Medium,Medium,2,2
2582,No,Points,Letter,Medium,Medium,2,3
2583,No,Air Miles,Letter,High,Medium,1,6
2584,No,Cash Back,Postcard,Low,High,1,4
2585,No,Air Miles,Letter,Medium,High,2,3
2586,No,Air Miles,Postcard,High,High,2,4
2587,No,Cash Back,Letter,Medium,Medium,2,3
2588,No,Cash Back,Letter,High,High,2,5
2589,No,Air Miles,Letter,High,Medium,1,5
2590,No,Cash Back,Postcard,Low,Medium,2,5
2591,No,Air Miles,Postcard,Medium,Low,1,5
2592,No,Points,Letter,Medium,Medium,1,3
2593,No,Cash Back,Letter,Medium,High,2,5
2594,No,Air Miles,Letter,High,High,1,4
2595,No,Points,Letter,Low,Low,3,2
2596,No,Points,Letter,Low,Medium,1,4
2597,No,Cash Back,Letter,Low,Medium,2,3
2598,No,Air Miles,Postcard,High,High,2,3
2599,No,Cash Back,Postcard,Medium,High,2,6
2600,No,Air Miles,Postcard,High,Medium,3,5
2601,No,Points,Postcard,Low,Medium,2,3
2602,No,Air Miles,Letter,High,Medium,3,3
2603,No,Air Miles,Letter,Medium,Medium,3,3
2604,No,Points,Postcard,High,High,3,3
2605,No,Cash Back,Letter,Medium,High,2,4
2606,No,Cash Back,Postcard,High,Low,2,2
2607,No,Air Miles,Letter,High,High,2,4
2608,No,Points,Letter,Medium,Low,2,5
2609,No,Points,Letter,Medium,Low,2,5
2610,No,Points,Postcard,High,Low,2,3
2611,No,Cash Back,Postcard,Low,Low,2,2
2612,No,Air Miles,Postcard,Low,High,2,4
2613,No,Air Miles,Postcard,Medium,High,1,3
2614,No,Cash Back,Letter,Medium,Low,2,3
2615,No,Points,Postcard,Medium,Low,1,3
2616,No,Cash Back,Letter,Medium,Medium,2,2
2617,No,Cash Back,Letter,High,Low,3,3
2618,No,Cash Back,Postcard,High,High,2,3
2619,No,Cash Back,Letter,Medium,Medium,2,2
2620,No,Air Miles,Letter,Medium,High,2,4
2621,No,Cash Back,Postcard,Medium,High,3,3
2622,No,Points,Letter,High,High,1,4
2623,No,Air Miles,Letter,Medium,High,2,4
2624,No,Points,Postcard,Medium,High,2,4
2625,No,Air Miles,Postcard,Medium,Medium,1,4
2626,No,Cash Back,Postcard,High,Low,1,5
2627,No,Cash Back,Letter,Medium,High,1,3
2628,No,Points,Letter,Medium,High,3,4
2629,No,Cash Back,Postcard,Low,Low,3,2
2630,No,Cash Back,Postcard,Low,High,2,3
2631,No,Air Miles,Letter,Low,Medium,2,4
2632,No,Air Miles,Letter,High,Low,3,4
2633,No,Cash Back,Postcard,High,Low,3,5
2634,No,Air Miles,Postcard,High,Medium,1,5
2635,No,Air Miles,Postcard,Medium,Low,1,2
2636,No,Points,Postcard,Medium,Medium,1,5
2637,No,Cash Back,Postcard,Medium,Low,3,3
2638,No,Points,Postcard,Medium,Low,3,4
2639,No,Points,Postcard,Medium,High,1,4
2640,No,Air Miles,Postcard,Medium,Medium,3,5
2641,No,Points,Letter,Low,High,3,3
2642,No,Cash Back,Postcard,High,High,1,4
2643,No,Air Miles,Postcard,High,Medium,2,3
2644,No,Points,Letter,Medium,Low,3,5
2645,No,Air Miles,Postcard,High,High,2,3
2646,No,Air Miles,Letter,Low,Low,3,4
2647,No,Points,Postcard,Low,Low,2,3
2648,No,Air Miles,Postcard,Medium,Low,2,4
2649,No,Air Miles,Letter,Low,High,2,3
2650,No,Air Miles,Postcard,Low,High,3,2
2651,No,Cash Back,Postcard,Low,Low,3,3
2652,No,Cash Back,Postcard,Medium,Low,1,4
2653,No,Air Miles,Postcard,Medium,Low,1,4
2654,No,Points,Postcard,Medium,Low,1,2
2655,No,Cash Back,Letter,Low,Low,2,3
2656,No,Points,Postcard,High,Medium,1,1
2657,No,Points,Letter,Medium,High,1,3
2658,No,Air Miles,Postcard,High,High,2,5
2659,No,Cash Back,Postcard,Low,Low,2,4
2660,No,Air Miles,Postcard,Medium,Medium,1,4
2661,No,Cash Back,Postcard,High,High,1,3
2662,No,Air Miles,Letter,Low,Low,1,3
2663,No,Points,Letter,High,High,2,3
2664,No,Cash Back,Letter,Medium,Low,3,4
2665,No,Air Miles,Postcard,Low,High,2,3
2666,No,Air Miles,Letter,High,Medium,1,3
2667,No,Air Miles,Postcard,High,High,2,3
2668,No,Points,Letter,High,Medium,1,4
2669,No,Air Miles,Postcard,Medium,Medium,1,2
2670,No,Cash Back,Letter,Medium,Medium,1,3
2671,No,Air Miles,Letter,Low,Medium,2,1
2672,No,Points,Postcard,Medium,High,1,3
2673,No,Cash Back,Postcard,High,Low,2,2
2674,No,Points,Postcard,High,Medium,2,3
2675,No,Cash Back,Postcard,Low,Low,2,4
2676,No,Air Miles,Postcard,Medium,Medium,1,4
2677,No,Air Miles,Postcard,Low,High,2,2
2678,No,Cash Back,Postcard,High,High,3,2
2679,No,Points,Postcard,High,High,2,5
2680,No,Air Miles,Letter,Medium,Medium,3,3
2681,No,Air Miles,Letter,Medium,Medium,2,3
2682,No,Points,Letter,High,Low,3,3
2683,No,Points,Postcard,Medium,Low,2,3
2684,No,Air Miles,Letter,High,Medium,2,4
2685,No,Points,Letter,Low,High,1,3
2686,No,Points,Postcard,Medium,High,1,4
2687,No,Points,Postcard,Low,High,1,2
2688,No,Points,Postcard,High,Medium,2,3
2689,No,Cash Back,Letter,Medium,Medium,3,5
2690,No,Points,Letter,High,Low,1,5
2691,No,Cash Back,Postcard,Medium,Medium,1,5
2692,No,Points,Letter,Low,Medium,2,3
2693,No,Cash Back,Letter,Medium,High,2,5
2694,No,Points,Postcard,High,Low,3,3
2695,No,Cash Back,Postcard,High,High,1,4
2696,No,Points,Letter,High,Medium,2,5
2697,No,Air Miles,Postcard,Medium,Medium,3,3
2698,No,Cash Back,Letter,Medium,High,1,2
2699,No,Air Miles,Postcard,Medium,Low,2,4
2700,No,Air Miles,Letter,Medium,Low,2,3
2701,No,Points,Letter,Medium,Low,2,4
2702,No,Cash Back,Postcard,High,High,3,3
2703,No,Cash Back,Letter,Medium,Low,2,3
2704,No,Air Miles,Letter,High,High,2,2
2705,No,Air Miles,Letter,Medium,Medium,2,3
2706,No,Points,Letter,Medium,Low,1,3
2707,No,Cash Back,Letter,Medium,Medium,2,5
2708,No,Points,Postcard,Low,High,3,4
2709,No,Points,Postcard,High,High,1,5
2710,No,Points,Letter,Medium,Medium,1,4
2711,No,Points,Postcard,Low,Medium,3,3
2712,No,Cash Back,Letter,Low,Low,1,4
2713,No,Air Miles,Postcard,High,Medium,2,5
2714,No,Air Miles,Postcard,Medium,Low,2,3
2715,No,Points,Postcard,Medium,Medium,2,4
2716,No,Cash Back,Letter,High,High,1,2
2717,No,Points,Postcard,Medium,Medium,3,4
2718,No,Air Miles,Postcard,Low,Medium,2,4
2719,No,Points,Postcard,Medium,High,3,3
2720,No,Cash Back,Letter,Low,High,2,5
2721,No,Points,Letter,Medium,High,2,4
2722,No,Points,Letter,Low,Low,2,3
2723,No,Points,Letter,High,High,1,2
2724,No,Cash Back,Postcard,Low,Low,2,3
2725,No,Cash Back,Postcard,Medium,Medium,1,5
2726,No,Points,Letter,Medium,Low,2,4
2727,No,Cash Back,Letter,Medium,Low,3,4
2728,No,Points,Postcard,High,High,1,4
2729,No,Cash Back,Letter,Medium,High,2,2
2730,No,Air Miles,Letter,Medium,High,1,4
2731,No,Cash Back,Letter,Medium,Low,1,3
2732,No,Cash Back,Postcard,Medium,High,1,4
2733,No,Air Miles,Postcard,High,Medium,3,3
2734,No,Points,Letter,Low,Medium,2,4
2735,No,Air Miles,Letter,Medium,Medium,1,4
2736,No,Cash Back,Postcard,Medium,High,2,2
2737,No,Cash Back,Postcard,High,Low,2,3
2738,No,Cash Back,Letter,Low,Low,3,4
2739,No,Air Miles,Postcard,Medium,High,2,3
2740,No,Air Miles,Postcard,Low,Low,2,2
2741,No,Points,Postcard,High,Low,1,4
2742,No,Cash Back,Postcard,Medium,Medium,1,6
2743,No,Cash Back,Postcard,Medium,Medium,2,3
2744,No,Cash Back,Postcard,Medium,Medium,1,2
2745,No,Cash Back,Letter,Medium,High,1,1
2746,No,Air Miles,Letter,High,Low,3,6
2747,No,Cash Back,Postcard,High,High,1,3
